00:00:7d	Oracle
00:00:7e	Clustrix
00:00:7f	Linotype-hell AG
00:00:80	Cray Communications A/S
00:00:81	Bay Networks
00:00:82	Lectra Systemes SA
00:00:83	Tadpole Technology PLC
00:00:84	Supernet
00:00:85	Canon
00:00:86	Megahertz
00:00:87	Hitachi
00:00:88	Brocade Communications Systems
00:00:89	Cayman Systems
00:00:8a	Datahouse Information Systems
00:00:8b	Infotron
00:00:8c	Alloy Computer Products (Australia)
00:00:8d	Cryptek
00:00:8e	Solbourne Computer
00:00:8f	Raytheon
00:00:90	Microcom
00:00:91	Anritsu
00:00:92	Cogent Data Technologies
00:00:93	Proteon
00:00:94	Asante Technologies
00:00:95	Sony Tektronix
00:00:96	Marconi Electronics
00:00:97	Dell EMC
00:00:98	Crosscomm
00:00:99	MTX
00:00:9a	RC Computer A/S
00:00:9b	Information International
00:00:9c	Rolm MIL-Spec Computers
00:00:9d	Locus Computing
00:00:9e	Marli
00:00:9f	Ameristar Technologies
00:00:a0	Sanyo Electric
00:00:a1	Marquette Electric
00:00:a2	Bay Networks
00:00:a3	Network Application Technology
00:00:a4	Acorn Computers Limited
00:00:a5	Tattile SRL
00:00:a6	Network General
00:00:a7	Network Computing Devices
00:00:a8	Stratus Technologies
00:00:a9	Network Systems
00:00:aa	Xerox
00:00:ab	Logic Modeling
00:00:ac	Conware Computer Consulting
00:00:ad	Bruker Instruments
00:00:ae	Dassault Electronique
00:00:af	Canberra Industries
00:00:b0	RND-RAD Network Devices
00:00:b1	Alpha Micro
00:00:b2	Televideo Systems
00:00:b3	Cimlinc Incorporated
00:00:b4	Edimax Technology
00:00:b5	Datability Software SYS.
00:00:b6	Micro-matic Research
00:00:b7	Dove Computer
00:00:b8	Seikosha
00:00:b9	Mcdonnell Douglas Computer SYS
00:00:ba	Siig
00:00:bb	TRI-Data
00:00:bc	Rockwell Automation
00:00:bd	Ryosei
00:00:be	THE NTI Group
00:00:bf	Symmetric Computer Systems
00:00:c0	Western Digital
00:00:c1	Madge
00:00:c2	Information Presentation Tech.
00:00:c3	Harris
00:00:c4	Waters DIV. OF Millipore
00:00:c5	Commscope
00:00:c6	EON Systems
00:00:c7	Arix
00:00:c8	Altos Computer Systems
00:00:c9	Emulex
00:00:ca	Commscope
00:00:cb	Compu-shack Electronic Gmbh
00:00:cc	Densan
00:00:cd	Allied Telesis Labs
00:00:ce	Megadata
00:00:cf	Hayes Microcomputer Products
00:00:d0	Develcon Electronics
00:00:d1	Adaptec Incorporated
00:00:d2	SBE
00:00:d3	Wang Laboratories
00:00:d4	Pure Data
00:00:d5	Micrognosis International
00:00:d6	Punch Line Holding
00:00:d7	Dartmouth College
00:00:d8	Novell
00:00:d9	Nippon Telegraph & Telephone
00:00:da	Atex
00:00:db	British Telecommunications plc
00:00:dc	Hayes Microcomputer Products
00:00:dd	TCL Incorporated
00:00:de	Cetia
00:00:df	Bell & Howell PUB SYS DIV
00:00:e0	Quadram
00:00:e1	Grid Systems
00:00:e2	Acer Technologies
00:00:e3	Integrated Micro Products
00:00:e4	IN2 Groupe Intertechnique
00:00:e5	Sigmex
00:00:e6	Aptor Produits DE Comm Indust
00:00:e7	Star Gate Technologies
00:00:e8	Accton Technology
00:00:e9	Isicad
00:00:ea	Upnod AB
00:00:eb	Matsushita Comm. IND.
00:00:ec	Microprocess
00:00:ed	April
00:00:ee	Network Designers
00:00:ef	KTI
00:00:f0	Samsung Electronics
00:00:f1	Magna Computer
00:00:f2	Spider Communications
00:00:f3	Gandalf Data Limited
00:00:f4	Allied Telesis
00:00:f5	Diamond Sales Limited
00:00:f6	Applied Microsystems
00:00:f7	Youth Keep Enterprise
00:00:f8	Digital Equipment
00:00:f9	Quotron Systems
00:00:fa	Microsage Computer Systems
00:00:fb	Rechner ZUR Kommunikation
00:00:fc	Meiko
00:00:fd	High Level Hardware
00:00:fe	Annapolis Micro Systems
00:00:ff	Camtec Electronics
00:01:00	Equip'Trans
00:01:01	Private
00:01:02	3COM
00:01:03	3COM
00:01:04	Dvico
00:01:05	Beckhoff Automation GmbH
00:01:06	Tews Datentechnik GmbH
00:01:07	Leiser GmbH
00:01:08	Avlab Technology
00:01:09	Nagano Japan Radio
00:01:0a	CIS Technology
00:01:0b	Space CyberLink
00:01:0c	System Talks
00:01:0d	Teledyne Dalsa
00:01:0e	Bri-Link Technologies
00:01:0f	Brocade Communications Systems
00:01:10	Gotham Networks
00:01:11	iDigm
00:01:12	Shark Multimedia
00:01:13	Olympus
00:01:14	Kanda Tsushin Kogyo
00:01:15	Extratech
00:01:16	Netspect Technologies
00:01:17	Canal +
00:01:18	EZ Digital
00:01:19	RTUnet (Australia)
00:01:1a	Hoffmann und Burmeister GbR
00:01:1b	Unizone Technologies
00:01:1c	Universal Talkware
00:01:1d	Centillium Communications
00:01:1e	Precidia Technologies
00:01:1f	RC Networks
00:01:20	Oscilloquartz
00:01:21	WatchGuard Technologies
00:01:22	Trend Communications
00:01:23	Schneider Electric Japan Holdings
00:01:24	Acer Incorporated
00:01:25	Yaesu Musen
00:01:26	PAC Labs
00:01:27	Open Networks
00:01:28	EnjoyWeb
00:01:29	DFI
00:01:2a	Telematica Sistems Inteligente
00:01:2b	Telenet
00:01:2c	Aravox Technologies
00:01:2d	Komodo Technology
00:01:2e	PC Partner
00:01:2f	Twinhead International
00:01:30	Extreme Networks Headquarters
00:01:31	Bosch Security Systems
00:01:32	Dranetz - BMI
00:01:33	Kyowa Electronic Instruments C
00:01:34	Selectron Systems AG
00:01:35	KDC
00:01:36	CyberTAN Technology
00:01:37	IT Farm
00:01:38	XAVi Technologies
00:01:39	Point Multimedia Systems
00:01:3a	Shelcad Communications
00:01:3b	BNA Systems
00:01:3c	TIW Systems
00:01:3d	RiscStation
00:01:3e	Ascom Tateco AB
00:01:3f	Neighbor World
00:01:40	Sendtek
00:01:41	Cable Print
00:01:42	Cisco Systems
00:01:43	Cisco Systems
00:01:44	Dell EMC
00:01:45	Winsystems
00:01:46	Tesco Controls
00:01:47	Zhone Technologies
00:01:48	X-traWeb
00:01:49	TDT AG
00:01:4a	Sony
00:01:4b	Ennovate Networks
00:01:4c	Berkeley Process Control
00:01:4d	Shin Kin Enterprises
00:01:4e	WIN Enterprises
00:01:4f	Adtran
00:01:50	Gilat Communications
00:01:51	Ensemble Communications
00:01:52	Chromatek
00:01:53	Archtek Telecom
00:01:54	G3M
00:01:55	Promise Technology
00:01:56	FIREWIREDIRECT.COM
00:01:57	Syswave
00:01:58	Electro Industries/Gauge Tech
00:01:59	S1
00:01:5a	Digital Video Broadcasting
00:01:5b	Italtel S.p.A/RF-UP-I
00:01:5c	Cadant
00:01:5d	Oracle
00:01:5e	Best Technology
00:01:5f	Digital Design GmbH
00:01:60	Elmex
00:01:61	Meta Machine Technology
00:01:62	Cygnet Technologies
00:01:63	Cisco Systems
00:01:64	Cisco Systems
00:01:65	AirSwitch
00:01:66	TC Group A/S
00:01:67	Hioki E.E.
00:01:68	Vitana
00:01:69	Celestix Networks Pte
00:01:6a	Alitec
00:01:6b	LightChip
00:01:6c	Foxconn
00:01:6d	CarrierComm
00:01:6e	Conklin
00:01:6f	Inkel
00:01:70	ESE Embedded System Engineer'g
00:01:71	Allied Data Technologies
00:01:72	TechnoLand
00:01:73	Amcc
00:01:74	CyberOptics
00:01:75	Radiant Communications
00:01:76	Orient Silver Enterprises
00:01:77	Edsl
00:01:78	Margi Systems
00:01:79	Wireless Technology
00:01:7a	Chengdu Maipu Electric Industrial
00:01:7b	Heidelberger Druckmaschinen AG
00:01:7c	AG-E GmbH
00:01:7d	ThermoQuest
00:01:7e	Adtek System Science
00:01:7f	Experience Music Project
00:01:80	AOpen
00:01:81	Nortel Networks
00:01:82	Dica Technologies AG
00:01:83	Anite Telecoms
00:01:84	Sieb & Meyer AG
00:01:85	Hitachi Aloka Medical
00:01:86	Uwe Disch
00:01:87	I2SE GmbH
00:01:88	Lxco Technologies ag
00:01:89	Refraction Technology
00:01:8a	ROI Computer AG
00:01:8b	NetLinks
00:01:8c	Mega Vision
00:01:8d	AudeSi Technologies
00:01:8e	Logitec
00:01:8f	Kenetec
00:01:90	SMK-M
00:01:91	Syred Data Systems
00:01:92	Texas Digital Systems
00:01:93	Hanbyul Telecom
00:01:94	Capital Equipment
00:01:95	Sena Technologies
00:01:96	Cisco Systems
00:01:97	Cisco Systems
00:01:98	Darim Vision
00:01:99	HeiSei Electronics
00:01:9a	Leunig GmbH
00:01:9b	Kyoto Microcomputer
00:01:9c	Lumentum
00:01:9d	E-Control Systems
00:01:9e	ESS Technology
00:01:9f	ReadyNet
00:01:a0	Infinilink
00:01:a1	Mag-Tek
00:01:a2	Logical
00:01:a3	Genesys Logic
00:01:a4	Microlink
00:01:a5	Nextcomm
00:01:a6	Scientific-Atlanta Arcodan A/S
00:01:a7	Unex Technology
00:01:a8	Welltech Computer
00:01:a9	BMW AG
00:01:aa	Airspan Communications
00:01:ab	Main Street Networks
00:01:ac	Sitara Networks
00:01:ad	Coach Master International d.b.a. CMI Worldwide
00:01:ae	Trex Enterprises
00:01:af	Artesyn Embedded Technologies
00:01:b0	Fulltek Technology
00:01:b1	General Bandwidth
00:01:b2	Digital Processing Systems
00:01:b3	Precision Electronic Manufacturing
00:01:b4	Wayport
00:01:b5	Turin Networks
00:01:b6	Saejin T&M
00:01:b7	Centos
00:01:b8	Netsensity
00:01:b9	SKF (U.K.) Limited
00:01:ba	IC-Net
00:01:bb	Frequentis
00:01:bc	Brains
00:01:bd	Peterson Electro-Musical Products
00:01:be	Gigalink
00:01:bf	Teleforce
00:01:c0	CompuLab
00:01:c1	Vitesse Semiconductor
00:01:c2	ARK Research
00:01:c3	Acromag
00:01:c4	NeoWave
00:01:c5	Simpler Networks
00:01:c6	Quarry Technologies
00:01:c7	Cisco Systems
00:01:c8	Thomas Conrad
00:01:c9	Cisco Systems
00:01:ca	Geocast Network Systems
00:01:cb	EVR
00:01:cc	Brand Maker Enabler
00:01:cd	ARtem
00:01:ce	Custom Micro Products
00:01:cf	Alpha Data Parallel Systems
00:01:d0	VitalPoint
00:01:d1	CoNet Communications
00:01:d2	inXtron
00:01:d3	Paxcomm
00:01:d4	Leisure Time
00:01:d5	Haedong Info & Comm
00:01:d6	manroland AG
00:01:d7	F5
00:01:d8	Teltronics
00:01:d9	Sigma
00:01:da	Wincomm
00:01:db	Freecom Technologies GmbH
00:01:dc	Activetelco
00:01:dd	Avail Networks
00:01:de	Trango Systems
00:01:df	Isdn Communications
00:01:e0	Fast Systems
00:01:e1	Kinpo Electronics
00:01:e2	Ando Electric
00:01:e3	Siemens AG
00:01:e4	Sitera
00:01:e5	Supernet
00:01:e6	Hewlett Packard
00:01:e7	Hewlett Packard
00:01:e8	Force10 Networks
00:01:e9	Litton Marine Systems
00:01:ea	Cirilium
00:01:eb	C-COM
00:01:ec	Ericsson Group
00:01:ed	Seta
00:01:ee	Comtrol Europe
00:01:ef	Camtel Technology
00:01:f0	Tridium
00:01:f1	Innovative Concepts
00:01:f2	Mark of the Unicorn
00:01:f3	QPS
00:01:f4	Enterasys
00:01:f5	Erim
00:01:f6	Association of Musical Electronics Industry
00:01:f7	Image Display Systems
00:01:f8	Texio Technology
00:01:f9	TeraGlobal Communications
00:01:fa	Horoscas
00:01:fb	DoTop Technology
00:01:fc	Keyence
00:01:fd	Digital Voice Systems
00:01:fe	Digital Equipment
00:01:ff	Data Direct Networks
00:02:00	Net & Sys
00:02:01	IFM Electronic gmbh
00:02:02	Amino Communications
00:02:03	Woonsang Telecom
00:02:04	Bodmann Industries Elektronik GmbH
00:02:05	Hitachi Denshi
00:02:06	Telital R&D Denmark A/S
00:02:07	VisionGlobal Network
00:02:08	Unify Networks
00:02:09	Shenzhen SED Information Technology
00:02:0a	Gefran Spa
00:02:0b	Native Networks
00:02:0c	Metro-Optix
00:02:0d	Micronpc.com
00:02:0e	ECI Telecom
00:02:0f	Aatr
00:02:10	Fenecom
00:02:11	Nature Worldwide Technology
00:02:12	SierraCom
00:02:13	S.D.E.L.
00:02:14	Dtvro
00:02:15	Cotas Computer Technology A/B
00:02:16	Cisco Systems
00:02:17	Cisco Systems
00:02:18	Advanced Scientific
00:02:19	Paralon Technologies
00:02:1a	Zuma Networks
00:02:1b	Kollmorgen-Servotronix
00:02:1c	Network Elements
00:02:1d	Data General Communication
00:02:1e	Simtel S.R.L.
00:02:1f	Aculab PLC
00:02:20	Canon Finetech
00:02:21	DSP Application
00:02:22	Chromisys
00:02:23	ClickTV
00:02:24	C-COR
00:02:25	One Stop Systems
00:02:26	XESystems
00:02:27	ESD Electronic System Design GmbH
00:02:28	Necsom
00:02:29	Adtec
00:02:2a	Asound Electronic
00:02:2b	Saxa
00:02:2c	ABB Bomem
00:02:2d	Agere Systems
00:02:2e	Teac R& D
00:02:2f	P-Cube
00:02:30	Intersoft Electronics
00:02:31	Ingersoll-Rand
00:02:32	Avision
00:02:33	Mantra Communications
00:02:34	Imperial Technology
00:02:35	Paragon Networks International
00:02:36	Init GmbH
00:02:37	Cosmo Research
00:02:38	Serome Technology
00:02:39	Visicom
00:02:3a	ZSK Stickmaschinen GmbH
00:02:3b	Ericsson
00:02:3c	Creative Technology
00:02:3d	Cisco Systems
00:02:3e	Selta Telematica S.p.a
00:02:3f	Compal Electronics
00:02:40	Seedek
00:02:41	Amer.com
00:02:42	Videoframe Systems
00:02:43	Raysis
00:02:44	Surecom Technology
00:02:45	Lampus
00:02:46	All-Win Tech
00:02:47	Great Dragon Information Technology (Group)
00:02:48	Pilz GmbH &
00:02:49	Aviv Infocom
00:02:4a	Cisco Systems
00:02:4b	Cisco Systems
00:02:4c	SiByte
00:02:4d	Mannesman Dematic Colby
00:02:4e	Datacard Group
00:02:4f	IPM Datacom S.R.L.
00:02:50	Geyser Networks
00:02:51	Soma Networks
00:02:52	Carrier
00:02:53	Televideo
00:02:54	WorldGate
00:02:55	IBM
00:02:56	Alpha Processor
00:02:57	Microcom
00:02:58	Flying Packets Communications
00:02:59	Tsann Kuen China (Shanghai)Enterprise, IT Group
00:02:5a	Catena Networks
00:02:5b	Cambridge Silicon Radio
00:02:5c	SCI Systems (Kunshan)
00:02:5d	Calix Networks
00:02:5e	High Technology
00:02:5f	Nortel Networks
00:02:60	Accordion Networks
00:02:61	Tilgin AB
00:02:62	Soyo Group Soyo Com Tech
00:02:63	RPS
00:02:64	AudioRamp.com
00:02:65	Virditech
00:02:66	Thermalogic
00:02:67	Node Runner
00:02:68	Harris Government Communications
00:02:69	Nadatel
00:02:6a	Cocess Telecom
00:02:6b	BCM Computers
00:02:6c	Philips CFT
00:02:6d	Adept Telecom
00:02:6e	NeGeN Access
00:02:6f	Senao International
00:02:70	Crewave
00:02:71	Zhone Technologies
00:02:72	CC&C Technologies
00:02:73	Coriolis Networks
00:02:74	Tommy Technologies
00:02:75	Smart Technologies
00:02:76	Primax Electronics
00:02:77	Cash Systemes Industrie
00:02:78	Samsung Electro Mechanics
00:02:79	Control Applications
00:02:7a	IOI Technology
00:02:7b	Amplify Net
00:02:7c	Trilithic
00:02:7d	Cisco Systems
00:02:7e	Cisco Systems
00:02:7f	ask-technologies.com
00:02:80	Mu Net
00:02:81	Madge
00:02:82	ViaClix
00:02:83	Spectrum Controls
00:02:84	UK Grid Solutions Limited
00:02:85	Riverstone Networks
00:02:86	Occam Networks
00:02:87	Adapcom
00:02:88	Global Village Communication
00:02:89	DNE Technologies
00:02:8a	Ambit Microsystems
00:02:8b	Vdsl Systems OY
00:02:8c	Micrel-Synergy Semiconductor
00:02:8d	Movita Technologies
00:02:8e	Rapid 5 Networks
00:02:8f	Globetek
00:02:90	Woorigisool
00:02:91	Open Network
00:02:92	Logic Innovations
00:02:93	Solid Data Systems
00:02:94	Tokyo Sokushin
00:02:95	Mavenir IPA UK
00:02:96	Lectron
00:02:97	C-COR.net
00:02:98	Broadframe
00:02:99	Apex
00:02:9a	Storage Apps
00:02:9b	Kreatel Communications AB
00:02:9c	3COM
00:02:9d	Merix
00:02:9e	Information Equipment
00:02:9f	L-3 Communication Aviation Recorders
00:02:a0	Flatstack
00:02:a1	World Wide Packets
00:02:a2	Hilscher GmbH
00:02:a3	Hitachi Energy Switzerland
00:02:a4	AddPac Technology
00:02:a5	Hewlett Packard
00:02:a6	Effinet Systems
00:02:a7	Vivace Networks
00:02:a8	Air Link Technology
00:02:a9	Racom, s.r.o.
00:02:aa	PLcom
00:02:ab	CTC Union Technologies
00:02:ac	3PAR data
00:02:ad	Hoya
00:02:ae	Scannex Electronics
00:02:af	TeleCruz Technology
00:02:b0	Hokubu Communication & Industrial
00:02:b1	Anritsu
00:02:b2	Cablevision
00:02:b3	Intel
00:02:b4	Daphne
00:02:b5	Avnet
00:02:b6	Acrosser Technology
00:02:b7	Watanabe Electric Industry
00:02:b8	WHI Konsult AB
00:02:b9	Cisco Systems
00:02:ba	Cisco Systems
00:02:bb	Continuous Computing
00:02:bc	LVL 7 Systems
00:02:bd	Bionet
00:02:be	Totsu Engineering
00:02:bf	dotRocket
00:02:c0	Bencent Tzeng Industry
00:02:c1	Innovative Electronic Designs
00:02:c2	Net Vision Telecom
00:02:c3	Arelnet
00:02:c4	OPT Machine Vision Tech
00:02:c5	Evertz Microsystems
00:02:c6	Data Track Technology PLC
00:02:c7	Alpsalpine
00:02:c8	Technocom Communications Technology (pte)
00:02:c9	Mellanox Technologies
00:02:ca	EndPoints
00:02:cb	TriState
00:02:cc	M.C.C.I
00:02:cd	TeleDream
00:02:ce	FoxJet
00:02:cf	ZyGate Communications
00:02:d0	Comdial
00:02:d1	Vivotek
00:02:d2	Workstation AG
00:02:d3	NetBotz
00:02:d4	PDA Peripherals
00:02:d5	ACR
00:02:d6	Nice Systems
00:02:d7	Empeg
00:02:d8	Brecis Communications
00:02:d9	Reliable Controls
00:02:da	ExiO Communications
00:02:db	Netsec
00:02:dc	General
00:02:dd	Bromax Communications
00:02:de	Astrodesign
00:02:df	Net Com Systems
00:02:e0	Etas GmbH
00:02:e1	Integrated Network
00:02:e2	NDC Infared Engineering
00:02:e3	Lite-ON Communications
00:02:e4	JC Hyun Systems
00:02:e5	Timeware
00:02:e6	Gould Instrument Systems
00:02:e7	CAB GmbH & KG
00:02:e8	E.D.&A.
00:02:e9	CS Systemes De Securite - C3S
00:02:ea	Focus Enhancements
00:02:eb	Pico Communications
00:02:ec	Maschoff Design Engineering
00:02:ed	DXO Telecom
00:02:ee	Nokia Danmark A/S
00:02:ef	CCC Network Systems Group
00:02:f0	AME Optimedia Technology
00:02:f1	Pinetron
00:02:f2	eDevice
00:02:f3	Media Serve
00:02:f4	Pctel
00:02:f5	Vive Synergies
00:02:f6	Equipe Communications
00:02:f7	ARM
00:02:f8	Seakr Engineering
00:02:f9	Mimos Berhad
00:02:fa	DX Antenna
00:02:fb	Baumuller Aulugen-Systemtechnik GmbH
00:02:fc	Cisco Systems
00:02:fd	Cisco Systems
00:02:fe	Viditec
00:02:ff	Handan BroadInfoCom
00:03:00	Barracuda Networks
00:03:01	Exfo
00:03:02	Charles Industries
00:03:03	Jama Electronics
00:03:04	Pacific Broadband Communications
00:03:05	MSC Vertriebs GmbH
00:03:06	Fusion In Tech
00:03:07	Secure Works
00:03:08	AM Communications
00:03:09	Texcel Technology PLC
00:03:0a	Argus Technologies
00:03:0b	Hunter Technology
00:03:0c	Telesoft Technologies
00:03:0d	Uniwill Computer
00:03:0e	Core Communications
00:03:0f	Digital China (Shanghai) Networks
00:03:10	E-Globaledge
00:03:11	Micro Technology
00:03:12	TRsystems GmbH
00:03:13	Access Media SPA
00:03:14	Teleware Network Systems
00:03:15	Cidco Incorporated
00:03:16	Nobell Communications
00:03:17	Merlin Systems
00:03:18	Cyras Systems
00:03:19	Infineon AG
00:03:1a	Beijing Broad Telecom
00:03:1b	Cellvision Systems
00:03:1c	Svenska Hardvarufabriken AB
00:03:1d	Taiwan Commate Computer
00:03:1e	Optranet
00:03:1f	Condev
00:03:20	Xpeed
00:03:21	Reco Research
00:03:22	Idis
00:03:23	Cornet Technology
00:03:24	Limno
00:03:25	Arima Computer
00:03:26	Iwasaki Information Systems
00:03:27	HMS Industrial Networks
00:03:28	Mace Group
00:03:29	F3
00:03:2a	UniData Communication Systems
00:03:2b	GAI Datenfunksysteme GmbH
00:03:2c	ABB Switzerland
00:03:2d	Ibase Technology
00:03:2e	Scope Information Management
00:03:2f	Global Sun Technology
00:03:30	Imagenics,
00:03:31	Cisco Systems
00:03:32	Cisco Systems
00:03:33	Digitel
00:03:34	Omega Engineering
00:03:35	Mirae Technology
00:03:36	Zetes Technologies
00:03:37	Vaone
00:03:38	Oak Technology
00:03:39	Eurologic Systems
00:03:3a	Silicon Wave
00:03:3b	Tami Tech
00:03:3c	Daiden
00:03:3d	ILSHin Lab
00:03:3e	Tateyama System Laboratory
00:03:3f	BigBand Networks
00:03:40	Floware Wireless Systems
00:03:41	EVS Broadcast Equipment
00:03:42	Nortel Networks
00:03:43	Martin Professional A/S
00:03:44	Tietech.Co.
00:03:45	Routrek Networks
00:03:46	Kokusai Denki Electric
00:03:47	Intel
00:03:48	Norscan Instruments
00:03:49	Vidicode Datacommunicatie
00:03:4a	Rias
00:03:4b	Nortel Networks
00:03:4c	Shanghai DigiVision Technology
00:03:4d	Chiaro Networks
00:03:4e	Pos Data Company
00:03:4f	Sur-Gard Security
00:03:50	Bticino SPA
00:03:51	Diebold Nixdorf
00:03:52	Colubris Networks
00:03:53	Mitac
00:03:54	Fiber Logic Communications
00:03:55	TeraBeam Internet Systems
00:03:56	Diebold Nixdorf
00:03:57	Intervoice-Brite
00:03:58	Hanyang DigitechLtd
00:03:59	DigitalSis
00:03:5a	Photron Limited
00:03:5b	BridgeWave Communications
00:03:5c	Saint Song
00:03:5d	Bosung Hi-Net
00:03:5e	Metropolitan Area Networks
00:03:5f	Prüftechnik Condition Monitoring GmbH & KG
00:03:60	PAC Interactive Technology
00:03:61	Widcomm
00:03:62	Vodtel Communications
00:03:63	Miraesys
00:03:64	Scenix Semiconductor
00:03:65	Kira Information & Communications
00:03:66	ASM Pacific Technology
00:03:67	Jasmine Networks
00:03:68	Embedone
00:03:69	Nippon Antenna
00:03:6a	Mainnet
00:03:6b	Cisco Systems
00:03:6c	Cisco Systems
00:03:6d	Runtop
00:03:6e	Nicon Systems (Pty) Limited
00:03:6f	Telsey SPA
00:03:70	Nxtv
00:03:71	Acomz Networks
00:03:72	Ulan
00:03:73	Aselsan A.S
00:03:74	Control Microsystems
00:03:75	NetMedia
00:03:76	Graphtec Technology
00:03:77	Gigabit Wireless
00:03:78	Humax
00:03:79	Proscend Communications
00:03:7a	Taiyo Yuden
00:03:7b	Idec Izumi
00:03:7c	Coax Media
00:03:7d	Stellcom
00:03:7e	PORTech Communications
00:03:7f	Atheros Communications
00:03:80	SSH Communications Security
00:03:81	Ingenico International
00:03:82	A-One
00:03:83	Metera Networks
00:03:84	Aeta
00:03:85	Actelis Networks
00:03:86	Ho Net
00:03:87	Blaze Network Products
00:03:88	Fastfame Technology
00:03:89	Plantronics
00:03:8a	America Online
00:03:8b	Plus-ONE I&T
00:03:8c	Total Impact
00:03:8d	PCS Revenue Control Systems
00:03:8e	Atoga Systems
00:03:8f	Weinschel
00:03:90	Digital Video Communications
00:03:91	Advanced Digital Broadcast
00:03:92	Hyundai Teletek
00:03:93	Apple
00:03:94	Connect One
00:03:95	California Amplifier
00:03:96	EZ Cast
00:03:97	FireBrick Limited
00:03:98	Wisi
00:03:99	Dongju Informations & Communications
00:03:9a	SiConnect
00:03:9b	NetChip Technology
00:03:9c	OptiMight Communications
00:03:9d	Qisda
00:03:9e	Tera System
00:03:9f	Cisco Systems
00:03:a0	Cisco Systems
00:03:a1	Hiper Information & Communication
00:03:a2	Catapult Communications
00:03:a3	Mavix
00:03:a4	Imation
00:03:a5	Medea
00:03:a6	Traxit Technology
00:03:a7	Unixtar Technology
00:03:a8	Idot Computers
00:03:a9	Axcent Media AG
00:03:aa	Watlow
00:03:ab	Bridge Information Systems
00:03:ac	Fronius Schweissmaschinen
00:03:ad	Emerson Energy Systems AB
00:03:ae	Allied Advanced Manufacturing Pte
00:03:af	Paragea Communications
00:03:b0	Xsense Technology
00:03:b1	ICU Medical
